session_id,is_anomalous,attack_type,risk_score,reconstruction_error,anomaly_score,predicted_label
SES-004434,0,None,4.7,0.158948,0.033922,0
SES-001789,0,None,2.45,0.054586,0.010095,0
SES-012570,0,None,5.85,0.297695,0.0656,0
SES-011042,0,None,3.15,0.166543,0.035656,0
SES-006662,0,None,10.85,0.44518,0.099272,0
SES-009920,0,None,6.8,0.129233,0.027138,0
SES-006949,1,Impossible Travel,35.2147,0.307611,0.067864,0
SES-000361,0,None,0.0,0.164564,0.035204,0
SES-009523,0,None,0.9,0.031084,0.004729,0
SES-007190,0,None,4.15,0.146653,0.031115,0
SES-006392,0,None,6.2167,0.186329,0.040173,0
SES-003291,0,None,4.05,0.131049,0.027552,0
SES-001351,1,Brute Force,38.5333,1.520134,0.344698,1
SES-012298,0,None,5.2333,0.204569,0.044338,0
SES-009794,0,None,4.5,0.136731,0.02885,0
SES-012997,0,None,4.5375,0.255269,0.055913,0
SES-002982,0,None,2.35,0.474621,0.105994,0
SES-011458,0,None,4.0531,0.893802,0.201699,1
SES-007853,1,Credential Stuffing,36.15,2.230532,0.506891,1
SES-004729,1,Malware Execution,44.425,2.688523,0.611456,1
SES-001111,0,None,0.0,0.177575,0.038175,0
SES-012950,0,None,3.6562,0.846882,0.190986,1
SES-003186,0,None,11.2,0.544643,0.121981,0
SES-001914,0,None,4.4583,0.161017,0.034394,0
SES-012213,0,None,3.15,0.057058,0.010659,0
SES-002818,0,None,3.475,0.122562,0.025614,0
SES-006512,0,None,4.6929,0.330404,0.073068,0
SES-010952,0,None,9.325,0.105443,0.021706,0
SES-009125,0,None,2.95,0.190044,0.041022,0
SES-012230,0,None,4.5,0.190781,0.04119,0
SES-012528,0,None,2.8,0.2962,0.065258,0
SES-002688,0,None,3.9375,0.608051,0.136458,0
SES-008910,0,None,5.05,0.361962,0.080273,0
SES-003666,0,None,3.5667,0.227862,0.049656,0
SES-011921,0,None,4.9062,0.375383,0.083337,0
SES-012578,0,None,3.9333,0.240235,0.052481,0
SES-010585,0,None,6.8625,0.41521,0.09243,0
SES-000211,0,None,5.2333,0.143907,0.030488,0
SES-003646,0,None,3.5063,0.205317,0.044509,0
SES-011462,0,None,2.775,0.242477,0.052993,0
SES-005608,1,Malware Execution,42.875,0.392639,0.087277,0
SES-006149,0,None,8.4,0.186789,0.040278,0
SES-007223,0,None,5.6821,0.648727,0.145745,0
SES-002134,0,None,4.1,0.095484,0.019432,0
SES-000109,0,None,0.0,0.144151,0.030544,0
SES-010663,0,None,6.1036,0.577363,0.129451,0
SES-001083,0,None,6.0714,0.165505,0.035419,0
SES-008132,0,None,6.2,0.168549,0.036114,0
SES-008344,0,None,2.7187,0.205911,0.044644,0
SES-007248,0,None,7.8333,0.395929,0.088028,0
SES-000906,0,None,5.25,0.143979,0.030504,0
SES-012737,0,None,4.3929,0.135713,0.028617,0
SES-003338,0,None,5.4,0.093298,0.018933,0
SES-004659,0,None,3.8857,0.155689,0.033178,0
SES-001405,0,None,3.8045,0.569303,0.127611,0
SES-012953,0,None,3.7857,0.121997,0.025486,0
SES-003667,0,None,4.5937,0.175612,0.037727,0
SES-011428,0,None,5.45,0.090764,0.018355,0
SES-009711,0,None,5.75,0.17372,0.037295,0
SES-005358,1,Data Exfiltration,42.3429,0.94445,0.213262,1
SES-007865,0,None,1.9071,0.110272,0.022809,0
SES-005556,0,None,4.6,0.505736,0.113098,0
SES-003995,0,None,6.8312,0.566382,0.126944,0
SES-009725,0,None,7.0857,0.195889,0.042356,0
SES-002357,0,None,7.6167,0.143381,0.030368,0
SES-008832,0,None,3.4,0.031869,0.004908,0
SES-004257,0,None,7.35,0.159229,0.033986,0
SES-000858,0,None,3.1333,0.128218,0.026906,0
SES-011804,0,None,1.3,0.028358,0.004107,0
SES-006575,0,None,5.7,0.145161,0.030774,0
SES-002293,0,None,4.7,0.182033,0.039193,0
SES-002232,0,None,5.35,0.157091,0.033498,0
SES-008700,0,None,5.8188,0.310928,0.068621,0
SES-008606,1,Malware Execution,42.7,1.165013,0.26362,1
SES-003009,0,None,2.1,0.03737,0.006164,0
SES-007247,0,None,8.9,0.109935,0.022732,0
SES-004583,0,None,4.2429,0.203747,0.04415,0
SES-000592,0,None,6.4333,0.129128,0.027114,0
SES-005031,0,None,2.2,0.156029,0.033255,0
SES-011041,0,None,1.525,0.166783,0.035711,0
SES-006106,0,None,5.6947,0.174873,0.037558,0
SES-012336,0,None,2.975,0.175931,0.037799,0
SES-007738,0,None,2.15,0.110488,0.022858,0
SES-006551,1,Credential Stuffing,36.05,0.889803,0.200786,1
SES-007727,0,None,5.35,0.098918,0.020216,0
SES-012835,0,None,4.3,0.072534,0.014193,0
SES-009872,0,None,3.9875,0.639857,0.14372,0
SES-005014,0,None,8.75,0.560393,0.125577,0
SES-005693,0,None,5.0818,0.151699,0.032267,0
SES-011381,0,None,1.35,0.148441,0.031523,0
SES-009149,0,None,2.1786,0.327303,0.07236,0
SES-008849,0,None,3.9562,0.126741,0.026569,0
SES-005447,0,None,10.4357,0.124226,0.025994,0
SES-010871,0,None,4.125,0.272546,0.059858,0
SES-009969,0,None,1.425,0.146232,0.031019,0
SES-009444,1,Privilege Escalation,43.9286,1.651735,0.374744,1
SES-006676,0,None,2.1929,0.220026,0.047867,0
SES-011287,0,None,4.325,0.201379,0.043609,0
SES-007477,0,None,4.025,0.210244,0.045633,0
SES-008453,0,None,5.875,0.324382,0.071693,0
SES-001916,0,None,4.6375,0.063966,0.012236,0
SES-004061,0,None,7.45,0.131763,0.027715,0
SES-011352,0,None,1.0,0.121484,0.025368,0
SES-012380,1,Insider Threat,29.8875,0.700648,0.157599,1
SES-010334,0,None,1.95,0.128819,0.027043,0
SES-001012,0,None,0.0,0.121697,0.025417,0
SES-008875,0,None,2.825,0.091755,0.018581,0
SES-008854,0,None,10.1,0.337911,0.074782,0
SES-000083,0,None,0.0,0.151064,0.032122,0
SES-002456,0,None,10.585,0.513087,0.114776,0
SES-005566,0,None,1.7929,0.165483,0.035414,0
SES-002808,0,None,3.725,0.132637,0.027915,0
SES-012634,0,None,4.35,0.056031,0.010425,0
SES-007637,0,None,8.3,0.219915,0.047841,0
SES-012187,0,None,4.7833,0.76117,0.171417,1
SES-005327,0,None,2.6,0.15734,0.033555,0
SES-005757,0,None,5.0167,0.156289,0.033315,0
SES-009265,0,None,4.975,0.136678,0.028838,0
SES-009457,0,None,3.6,0.332253,0.07349,0
SES-006020,0,None,3.875,0.129987,0.02731,0
SES-001926,0,None,4.025,0.525926,0.117708,0
SES-010630,0,None,3.6,0.059624,0.011245,0
SES-005632,0,None,6.1929,0.150376,0.031965,0
SES-009458,0,None,8.8429,0.154832,0.032982,0
SES-007762,0,None,4.95,0.178129,0.038301,0
SES-006306,0,None,3.9786,0.125126,0.0262,0
SES-000634,0,None,0.0,0.238697,0.05213,0
SES-005211,0,None,4.625,0.395532,0.087937,0
SES-001103,0,None,5.381,0.550312,0.123275,0
SES-010126,0,None,9.0857,0.159767,0.034109,0
SES-009079,0,None,5.0214,0.155263,0.033081,0
SES-011230,0,None,4.7,0.121936,0.025472,0
SES-012423,0,None,3.65,0.11714,0.024377,0
SES-012537,1,Lateral Movement,37.4625,0.225646,0.04915,0
SES-006091,0,None,1.5929,0.157355,0.033558,0
SES-007436,1,Malware Execution,49.2,1.276729,0.289126,1
SES-003548,0,None,0.6667,0.02953,0.004374,0
SES-001732,0,None,11.1875,0.218224,0.047455,0
SES-004481,0,None,4.025,0.057875,0.010846,0
SES-004908,0,None,4.9893,0.33264,0.073578,0
SES-009998,0,None,4.825,0.064891,0.012447,0
SES-002176,0,None,2.8187,0.187824,0.040515,0
SES-010595,0,None,5.0625,0.103042,0.021158,0
SES-010435,0,None,4.1,0.18226,0.039244,0
SES-005302,0,None,5.5,0.293787,0.064707,0
SES-003231,0,None,2.2188,0.123474,0.025823,0
SES-000620,0,None,1.25,0.067188,0.012972,0
SES-013013,0,None,6.2731,0.651257,0.146322,0
SES-007116,0,None,4.6,0.26893,0.059032,0
SES-006364,0,None,2.8357,0.127051,0.026639,0
SES-009947,0,None,4.0,0.18785,0.040521,0
SES-009035,0,None,2.8375,0.086924,0.017478,0
SES-007504,0,None,8.8,0.134198,0.028271,0
SES-001117,0,None,4.9925,0.726841,0.163579,1
SES-012004,0,None,10.8273,0.656914,0.147614,0
SES-010499,0,None,3.95,0.29535,0.065064,0
SES-001511,1,Credential Stuffing,39.6571,2.616534,0.59502,1
SES-000138,0,None,0.0,0.193483,0.041807,0
SES-005286,0,None,4.9938,0.166325,0.035606,0
SES-000509,0,None,0.0,0.170687,0.036602,0
SES-001844,0,None,1.725,0.38855,0.086343,0
SES-001418,0,None,6.4107,0.20408,0.044226,0
SES-007034,0,None,8.3625,0.086726,0.017433,0
SES-005753,0,None,11.6857,0.158182,0.033747,0
SES-006548,0,None,6.1,0.452532,0.100951,0
SES-011370,0,None,7.025,0.073077,0.014317,0
SES-004330,0,None,5.65,0.181034,0.038964,0
SES-009263,1,Insider Drift,24.9286,1.972851,0.448059,1
SES-001995,1,Low-and-Slow Exfiltration,42.1,0.540034,0.120929,0
SES-006727,0,None,11.0,0.510884,0.114273,0
SES-012871,0,None,3.55,0.107321,0.022135,0
SES-008236,0,None,2.7857,0.229358,0.049998,0
SES-002531,0,None,4.8575,0.158649,0.033854,0
SES-000456,0,None,0.0,0.372966,0.082785,0
SES-004520,0,None,9.0714,0.184271,0.039704,0
SES-000218,0,None,0.0,0.141759,0.029997,0
SES-005270,0,None,5.05,0.184568,0.039771,0
SES-010148,0,None,3.3688,0.530364,0.118721,0
SES-003811,0,None,4.5714,0.135964,0.028674,0
SES-007538,0,None,9.7625,0.122326,0.025561,0
SES-007669,0,None,11.5227,0.630487,0.14158,0
SES-004928,0,None,8.8875,0.306226,0.067547,0
SES-005487,0,None,5.7,0.12546,0.026276,0
SES-001991,0,None,3.8833,0.461541,0.103008,0
SES-007944,0,None,2.55,0.100642,0.02061,0
SES-003422,0,None,7.7125,0.307643,0.067871,0
SES-011630,0,None,6.7,0.173995,0.037357,0
SES-004510,0,None,4.2562,0.154548,0.032917,0
SES-000427,0,None,0.0,0.126123,0.026428,0
SES-005130,0,None,4.3875,0.112867,0.023401,0
SES-002205,0,None,8.1375,0.139352,0.029448,0
SES-010324,0,None,3.1143,0.201946,0.043739,0
SES-008294,0,None,4.0786,0.239902,0.052405,0
SES-003232,0,None,5.3125,0.289002,0.063615,0
SES-005155,0,None,7.6286,0.144844,0.030702,0
SES-010403,0,None,7.0286,0.348234,0.077138,0
SES-005218,0,None,8.925,0.378839,0.084126,0
SES-003457,0,None,4.3,0.108278,0.022353,0
SES-011056,0,None,10.25,0.101452,0.020795,0
SES-003354,0,None,7.6375,0.169029,0.036224,0
SES-003678,0,None,5.95,0.166919,0.035742,0
SES-001148,0,None,0.0,0.064039,0.012253,0
SES-012153,0,None,2.975,0.164742,0.035245,0
SES-008338,0,None,6.375,0.19862,0.04298,0
SES-010290,0,None,1.6938,0.514194,0.115029,0
SES-001515,0,None,3.4125,0.279042,0.061341,0
SES-007692,0,None,4.5071,0.434299,0.096788,0
SES-002333,0,None,3.85,0.312512,0.068983,0
SES-008102,0,None,5.6333,0.167942,0.035975,0
SES-007364,0,None,3.575,0.258227,0.056589,0
SES-008142,0,None,2.75,0.030276,0.004545,0
SES-001021,0,None,5.7,0.194196,0.041969,0
SES-005813,0,None,4.65,0.027738,0.003965,0
SES-009994,0,None,5.0375,0.152246,0.032392,0
SES-005290,0,None,3.8429,0.135652,0.028603,0
SES-006931,0,None,3.95,0.13786,0.029107,0
SES-001739,0,None,11.0245,0.288678,0.063541,0
SES-004492,0,None,2.8125,0.166166,0.03557,0
SES-009317,0,None,3.1286,0.117088,0.024365,0
SES-002675,0,None,3.1571,0.167891,0.035964,0
SES-012943,0,None,4.375,0.463632,0.103485,0
SES-008083,0,None,5.1125,0.541835,0.12134,0
SES-009068,0,None,4.3643,0.20023,0.043347,0
SES-007987,0,None,3.4167,0.159686,0.03409,0
SES-006714,0,None,4.375,0.152037,0.032344,0
SES-004070,0,None,5.05,0.111098,0.022997,0
SES-003427,0,None,9.3875,0.089688,0.018109,0
SES-008697,0,None,5.1808,0.509262,0.113903,0
SES-003943,0,None,8.0,0.102108,0.020945,0
SES-011148,0,None,4.7375,0.17362,0.037272,0
SES-005806,0,None,3.8,0.028749,0.004196,0
SES-001075,0,None,7.6,0.073028,0.014305,0
SES-005803,0,None,4.3,0.437225,0.097456,0
SES-008222,0,None,4.7,0.058583,0.011007,0
SES-004251,0,None,5.4214,0.452932,0.101042,0
SES-003631,0,None,7.1,0.250995,0.054938,0
SES-005345,0,None,3.85,0.144248,0.030566,0
SES-011208,0,None,4.0,0.029369,0.004338,0
SES-008161,1,Brute Force,36.3,1.715904,0.389395,1
SES-012703,0,None,2.4,0.445978,0.099455,0
SES-001278,1,Lateral Movement,35.4091,0.485497,0.108477,0
SES-003453,0,None,4.925,0.358262,0.079428,0
SES-007725,0,None,6.65,0.429283,0.095643,0
SES-009908,0,None,4.575,0.226626,0.049374,0
SES-007779,0,None,2.55,0.024372,0.003196,0
SES-003069,0,None,5.1429,0.140985,0.029821,0
SES-007732,0,None,4.2625,0.154555,0.032919,0
SES-011773,0,None,0.6,0.058767,0.011049,0
SES-011830,0,None,4.15,0.316911,0.069987,0
SES-003819,0,None,3.1,0.17025,0.036502,0
SES-002206,0,None,3.6571,0.266911,0.058571,0
SES-003466,0,None,3.3167,0.595732,0.133645,0
SES-000256,0,None,0.0,0.063468,0.012123,0
SES-012795,0,None,3.475,0.216592,0.047083,0
SES-002331,0,None,3.65,0.091968,0.01863,0
SES-000631,0,None,9.3267,0.164429,0.035173,0
SES-007388,0,None,3.4214,0.145445,0.030839,0
SES-010538,0,None,5.2,0.168452,0.036092,0
SES-007903,0,None,1.5929,0.715394,0.160966,1
SES-004594,0,None,3.8333,0.370645,0.082255,0
SES-006146,0,None,3.5429,0.197828,0.042799,0
SES-010697,0,None,5.1438,0.149247,0.031707,0
SES-006741,1,Lateral Movement,42.95,1.224876,0.277287,1
SES-010199,1,Device Spoofing,38.525,0.138619,0.029281,0
SES-012800,0,None,4.025,0.141713,0.029987,0
SES-007488,0,None,5.5833,0.31576,0.069724,0
SES-004854,0,None,3.6,0.114635,0.023805,0
SES-011500,0,None,2.95,0.461303,0.102954,0
SES-006564,0,None,5.375,0.144389,0.030598,0
SES-006935,0,None,4.8667,0.183819,0.0396,0
SES-009422,0,None,5.2,0.186931,0.040311,0
SES-006107,0,None,5.8786,0.293799,0.06471,0
SES-000905,0,None,0.0,0.17923,0.038553,0
SES-008573,0,None,5.1375,0.135842,0.028647,0
SES-008215,0,None,3.1143,0.201304,0.043592,0
SES-010249,0,None,10.0333,0.815522,0.183826,1
SES-000069,0,None,0.0,0.442479,0.098656,0
SES-004097,0,None,5.5,0.109841,0.02271,0
SES-012553,0,None,11.8,0.118527,0.024693,0
SES-001956,0,None,5.0357,0.472326,0.10547,0
SES-006262,0,None,4.4,0.754337,0.169857,1
SES-003333,0,None,4.15,0.08469,0.016968,0
SES-012309,0,None,2.6875,0.189385,0.040871,0
SES-011926,0,None,6.3125,0.204972,0.04443,0
SES-004875,0,None,5.7,0.3797,0.084323,0
SES-003128,0,None,11.0232,0.353106,0.078251,0
SES-010905,0,None,2.6071,0.201243,0.043578,0
SES-000908,0,None,4.005,0.122757,0.025659,0
SES-007918,0,None,8.025,0.128675,0.02701,0
SES-001545,0,None,3.9408,0.182965,0.039405,0
SES-001428,0,None,4.3184,0.380222,0.084442,0
SES-001917,0,None,9.0,0.186711,0.040261,0
SES-002401,0,None,3.75,0.166331,0.035608,0
SES-002306,0,None,4.8643,1.005882,0.227288,1
SES-006857,0,None,3.55,0.079138,0.0157,0
SES-007784,1,Device Spoofing,37.825,0.127316,0.0267,0
SES-002824,1,Beaconing C2,43.9333,1.042614,0.235674,1
SES-000127,0,None,0.0,0.163681,0.035003,0
SES-009874,0,None,4.9375,0.059316,0.011175,0
SES-007923,0,None,4.875,0.145158,0.030774,0
SES-002835,0,None,3.7409,0.238151,0.052005,0
SES-011985,0,None,10.525,0.138301,0.029208,0
SES-003673,0,None,5.2167,0.168204,0.036035,0
SES-012139,0,None,3.425,0.101273,0.020754,0
SES-012673,0,None,4.55,0.198788,0.043018,0
SES-012654,0,None,2.9,0.160561,0.03429,0
SES-007316,0,None,3.4,0.182797,0.039367,0
SES-006869,0,None,7.2154,0.464242,0.103625,0
SES-000146,0,None,0.0,0.469594,0.104846,0
SES-005627,0,None,3.1875,0.16171,0.034553,0
SES-000396,0,None,0.0,0.160497,0.034276,0
SES-006114,0,None,6.5,0.151356,0.032189,0
SES-009688,0,None,2.5571,0.219932,0.047845,0
SES-003163,0,None,5.35,0.134461,0.028331,0
SES-012512,0,None,6.5187,0.122506,0.025602,0
SES-011973,0,None,4.5714,0.174388,0.037447,0
SES-012260,0,None,2.9,0.03157,0.00484,0
SES-006502,0,None,0.75,0.080608,0.016036,0
SES-003055,0,None,7.4683,0.248339,0.054331,0
SES-011084,0,None,5.1429,0.307451,0.067827,0
SES-009228,0,None,3.65,0.161856,0.034586,0
SES-011961,0,None,3.8357,0.095365,0.019405,0
SES-005243,0,None,0.6,0.044203,0.007724,0
SES-000373,0,None,0.0,0.156305,0.033318,0
SES-008165,0,None,4.1875,0.123691,0.025872,0
SES-001318,0,None,3.2,0.165315,0.035376,0
SES-011131,0,None,10.1214,0.414429,0.092252,0
SES-003378,0,None,3.5714,0.16084,0.034354,0
SES-004832,0,None,11.8667,0.974176,0.220049,1
SES-011636,0,None,3.125,0.194447,0.042027,0
SES-012395,0,None,4.5,0.141892,0.030028,0
SES-009201,0,None,1.7,0.185053,0.039882,0
SES-012416,0,None,10.6857,0.484416,0.10823,0
SES-000785,1,Insider Threat,25.75,0.310042,0.068419,0
SES-005160,0,None,8.2429,0.159305,0.034003,0
SES-010855,0,None,2.0,0.242414,0.052978,0
SES-002948,0,None,5.6808,0.316115,0.069805,0
SES-002811,0,None,7.1465,0.425565,0.094794,0
SES-001402,1,Brute Force,34.5657,1.35487,0.306966,1
SES-004871,0,None,3.2667,0.217823,0.047364,0
SES-003738,0,None,5.7643,0.14853,0.031544,0
SES-011044,0,None,3.75,0.111736,0.023143,0
SES-002628,0,None,9.5643,0.231966,0.050593,0
SES-000441,0,None,0.0,0.191924,0.041451,0
SES-004420,0,None,4.5125,0.102429,0.021018,0
SES-006482,0,None,2.85,0.05078,0.009226,0
SES-000143,0,None,0.0,0.258259,0.056596,0
SES-010478,0,None,4.05,0.08843,0.017822,0
SES-004293,1,Insider Threat,28.2,0.565627,0.126772,0
SES-005750,0,None,6.9143,0.110689,0.022904,0
SES-005709,0,None,5.5,0.112233,0.023256,0
SES-009698,0,None,6.95,0.091144,0.018441,0
SES-000326,1,Insider Threat,24.0,0.157646,0.033625,0
SES-001335,0,None,6.08,0.11819,0.024616,0
SES-000105,0,None,0.0,0.447257,0.099747,0
SES-005369,0,None,2.9333,0.189472,0.040891,0
SES-002295,0,None,6.2083,0.215299,0.046788,0
SES-004165,0,None,4.65,0.087591,0.01763,0
SES-011722,0,None,2.75,0.293867,0.064726,0
SES-011624,0,None,10.3,0.26599,0.058361,0
SES-006320,0,None,5.05,0.177319,0.038116,0
SES-000400,0,None,0.0,0.1439,0.030486,0
SES-009022,0,None,6.4273,0.612207,0.137407,0
SES-011713,0,None,3.15,0.138807,0.029324,0
SES-001454,0,None,8.3667,0.161496,0.034504,0
SES-011156,0,None,11.2,0.142583,0.030186,0
SES-006774,0,None,7.5857,0.149485,0.031762,0
SES-005328,0,None,7.375,0.249344,0.054561,0
SES-012283,0,None,2.325,0.201021,0.043528,0
SES-001836,0,None,4.4875,0.214147,0.046525,0
SES-008053,0,None,6.0,0.119425,0.024898,0
SES-009072,0,None,4.1,0.132611,0.027909,0
SES-009857,0,None,9.6,0.189695,0.040942,0
SES-004676,0,None,3.9,0.025914,0.003549,0
SES-011855,0,None,6.6,0.113609,0.02357,0
SES-007570,0,None,11.125,0.307719,0.067888,0
SES-000760,0,None,0.0,0.246998,0.054025,0
SES-007363,0,None,2.875,0.186322,0.040172,0
SES-000572,0,None,0.0,0.095679,0.019477,0
SES-003166,0,None,7.6125,0.596183,0.133748,0
SES-005568,0,None,1.775,0.294081,0.064775,0
SES-002418,0,None,2.2375,0.395803,0.087999,0
SES-005629,0,None,4.9375,0.233976,0.051052,0
SES-009965,0,None,3.0357,0.199022,0.043071,0
SES-012925,0,None,1.9643,0.149142,0.031683,0
SES-000006,0,None,0.0,0.023068,0.002899,0
SES-002699,0,None,9.875,0.300846,0.066319,0
SES-008313,0,None,9.95,0.172644,0.037049,0
SES-003433,0,None,5.15,0.159437,0.034034,0
SES-007187,0,None,3.9,0.057076,0.010663,0
SES-012007,0,None,6.3,0.11352,0.02355,0
SES-005920,0,None,9.1571,0.173578,0.037262,0
SES-001378,0,None,3.5714,0.102733,0.021087,0
SES-003050,0,None,12.4,0.101746,0.020862,0
SES-003201,0,None,6.8,0.13246,0.027874,0
SES-004084,0,None,4.1429,0.15509,0.033041,0
SES-009056,0,None,4.55,0.170344,0.036524,0
SES-002577,0,None,2.85,0.143251,0.030338,0
SES-004879,0,None,2.5062,0.174849,0.037552,0
SES-002969,0,None,3.75,0.121053,0.02527,0
SES-003030,1,Brute Force,36.2938,0.7214,0.162337,1
SES-007112,0,None,11.2833,0.299916,0.066107,0
SES-004876,0,None,3.4714,0.135699,0.028614,0
SES-004731,0,None,9.975,0.160164,0.0342,0
SES-000903,0,None,0.0,0.238292,0.052037,0
SES-006463,0,None,5.35,0.044272,0.00774,0
SES-012927,0,None,4.7687,0.549857,0.123172,0
SES-009843,0,None,4.75,0.100926,0.020675,0
SES-008064,0,None,4.0,0.364277,0.080801,0
SES-007323,0,None,2.775,0.118534,0.024695,0
SES-012102,0,None,7.125,0.137849,0.029105,0
SES-001934,1,Lateral Movement,35.75,0.458707,0.102361,0
SES-003387,0,None,3.3125,0.109819,0.022705,0
SES-008904,0,None,8.4,0.140876,0.029796,0
SES-003875,0,None,4.425,0.107888,0.022264,0
SES-003373,0,None,5.35,0.074575,0.014658,0
SES-007921,1,Data Exfiltration,40.35,0.778498,0.175373,1
SES-005257,0,None,4.95,0.047604,0.008501,0
SES-006471,0,None,7.2,0.60077,0.134796,0
SES-004018,0,None,1.1,0.0199,0.002176,0
SES-003122,0,None,9.075,0.127772,0.026804,0
SES-012574,0,None,3.725,0.250635,0.054855,0
SES-001362,1,Credential Stuffing,34.125,1.165999,0.263845,1
SES-011924,0,None,4.6312,0.168571,0.036119,0
SES-003177,0,None,3.5071,0.156618,0.03339,0
SES-002973,0,None,9.6,0.16093,0.034374,0
SES-010757,0,None,4.2667,0.189179,0.040824,0
SES-012669,0,None,4.1,0.107055,0.022074,0
SES-005794,0,None,3.9125,0.32628,0.072126,0
SES-009032,0,None,7.85,0.433956,0.09671,0
SES-008389,0,None,1.375,0.170774,0.036622,0
SES-005702,0,None,4.825,0.14726,0.031253,0
SES-012329,0,None,3.05,0.085913,0.017247,0
SES-011681,0,None,10.1,0.054898,0.010166,0
SES-009715,0,None,2.3625,0.146201,0.031012,0
SES-010751,0,None,10.25,0.140844,0.029789,0
SES-002397,0,None,9.125,0.351919,0.07798,0
SES-008145,0,None,3.025,0.178712,0.038434,0
SES-009782,0,None,2.9786,0.155333,0.033097,0
SES-012265,0,None,6.9,0.244506,0.053456,0
SES-007395,0,None,2.4333,0.380847,0.084584,0
SES-011493,0,None,7.95,0.136611,0.028822,0
SES-003791,0,None,2.7,0.354653,0.078604,0
SES-001604,0,None,6.8071,0.182588,0.039319,0
SES-001524,0,None,4.1067,0.120939,0.025244,0
SES-005436,0,None,6.1,0.073834,0.014489,0
SES-006778,0,None,2.2,0.304353,0.06712,0
SES-002168,0,None,4.3465,0.205569,0.044566,0
SES-004592,0,None,6.5,0.158894,0.03391,0
SES-008731,0,None,6.5955,0.388568,0.086347,0
SES-006874,0,None,3.0,0.109658,0.022668,0
SES-008643,0,None,5.25,0.082517,0.016472,0
SES-009681,0,None,10.1,0.435177,0.096989,0
SES-011128,0,None,4.8929,0.199897,0.043271,0
SES-000299,0,None,1.4238,0.128243,0.026912,0
SES-000129,0,None,0.0,0.151731,0.032274,0
SES-012750,0,None,2.5,0.126235,0.026453,0
SES-010161,0,None,7.85,0.076374,0.015069,0
SES-000534,1,Suspicious PowerShell,41.2143,0.308586,0.068086,0
SES-011867,0,None,9.65,0.53488,0.119752,0
SES-007835,0,None,2.1857,0.139592,0.029503,0
SES-012584,0,None,4.7,0.115911,0.024096,0
SES-001755,0,None,1.4,0.147577,0.031326,0
SES-011101,0,None,6.55,0.101838,0.020883,0
SES-007084,0,None,12.525,0.142664,0.030204,0
SES-009284,0,None,2.775,0.133535,0.02812,0
SES-004427,1,Privilege Escalation,42.9143,0.236448,0.051616,0
SES-009019,0,None,3.325,0.142722,0.030217,0
SES-004882,0,None,8.45,0.147509,0.03131,0
SES-009886,0,None,5.9833,0.596056,0.133719,0
SES-008872,0,None,1.7,0.178887,0.038474,0
SES-010624,0,None,4.275,0.053334,0.009809,0
SES-002971,0,None,2.0375,0.132617,0.02791,0
SES-000248,0,None,0.0,0.131518,0.027659,0
SES-002954,0,None,4.9375,0.112691,0.023361,0
SES-002335,0,None,4.5,0.192968,0.041689,0
SES-006561,0,None,10.275,0.417383,0.092926,0
SES-008707,0,None,10.8,0.03475,0.005566,0
SES-006490,0,None,4.125,0.068812,0.013343,0
SES-001029,0,None,7.9429,0.168047,0.035999,0
SES-002386,0,None,4.35,0.141918,0.030034,0
SES-011760,1,Privilege Escalation,41.7071,1.481542,0.335887,1
SES-012047,0,None,3.5875,0.23396,0.051048,0
SES-004561,0,None,3.7125,0.151834,0.032298,0
SES-002966,0,None,1.4187,0.150951,0.032096,0
SES-010838,0,None,3.65,0.226286,0.049296,0
SES-002574,0,None,2.4875,0.207734,0.045061,0
SES-004880,0,None,4.6188,0.175001,0.037587,0
SES-004454,0,None,2.7688,0.135915,0.028663,0
SES-000002,0,None,0.0,0.016391,0.001374,0
SES-003940,0,None,6.8,0.077068,0.015228,0
SES-009073,0,None,9.8318,0.141303,0.029893,0
SES-009701,0,None,2.6429,0.173139,0.037162,0
SES-001886,0,None,2.1,0.035952,0.00584,0
SES-001068,0,None,9.3095,0.152726,0.032501,0
SES-004639,0,None,5.0812,0.271738,0.059673,0
SES-009939,0,None,7.775,0.524612,0.117408,0
SES-006073,0,None,5.85,0.550372,0.123289,0
SES-001163,0,None,1.5,0.034346,0.005474,0
SES-010263,1,Insider Threat,34.3,0.466594,0.104161,0
SES-008598,0,None,2.425,0.169663,0.036368,0
SES-003316,0,None,2.425,0.173621,0.037272,0
SES-005138,0,None,2.825,0.155593,0.033156,0
SES-001046,0,None,2.1198,0.194403,0.042017,0
SES-000208,0,None,0.0,0.171449,0.036776,0
SES-012702,0,None,1.525,0.099014,0.020238,0
SES-011317,0,None,9.1,0.09636,0.019632,0
SES-007646,0,None,4.35,0.142546,0.030177,0
SES-004176,0,None,4.0,0.196668,0.042534,0
SES-008539,0,None,2.425,0.145153,0.030772,0
SES-008339,0,None,2.55,0.016349,0.001365,0
SES-009539,0,None,5.95,0.155542,0.033144,0
SES-010483,0,None,2.9,0.146643,0.031113,0
SES-001261,0,None,0.0,0.234611,0.051197,0
SES-010571,0,None,4.3437,0.116258,0.024175,0
SES-011919,0,None,4.1,0.010371,0.0,0
SES-008537,0,None,2.025,0.185943,0.040085,0
SES-005403,0,None,3.0333,0.433852,0.096686,0
SES-000748,0,None,4.6667,0.376983,0.083702,0
SES-012216,0,None,1.9333,0.24554,0.053692,0
