device_uuid,device_id,device_type,operating_system,browser,owner_id,trusted
10f4c941-8fc7-4d79-bb8e-de31e61415dd,DEV-0246,Laptop,Windows,Edge,EMP-0141,True
f23ed1fc-9b9f-4efe-b75d-2f0c472e2f3b,DEV-0247,Laptop,macOS,Chrome,EMP-0142,True
6f69a1cf-c196-46e9-aea0-32926bf7d125,DEV-0248,Desktop,Windows,Firefox,EMP-0143,True
0bfa8cd5-7fa7-4708-be72-79cecd7f65f6,DEV-0249,Laptop,Windows,Chrome,EMP-0143,True
3c862582-6202-435d-9756-fd3353ae1065,DEV-0250,Laptop,Windows,Chrome,EMP-0144,True
01308be0-fcea-4a96-9364-ecb5db29920a,DEV-0251,Laptop,Windows,Edge,EMP-0144,True
88914b26-e555-4570-8979-5e75671e9bb8,DEV-0252,Mobile,iOS,Safari,EMP-0144,True
6a429bd5-cd71-42b4-9471-104f1859c5ae,DEV-0253,Laptop,Windows,Chrome,EMP-0145,True
c64d10e3-8e73-4520-946b-9fbc667cf788,DEV-0254,Mobile,iOS,Safari,EMP-0145,True
7e4b4f10-745f-480e-bbe5-403bb24b007b,DEV-0255,Laptop,Windows,Chrome,EMP-0145,True
39590149-077f-4e36-9a4d-67db9e33bdbc,DEV-0256,Desktop,Windows,Chrome,EMP-0146,True
dc83f96f-52a6-43d4-be58-a9701aea2c2c,DEV-0257,Mobile,iOS,Safari,EMP-0146,True
cff1b675-e6fb-476b-b95f-22d530efd76b,DEV-0258,Laptop,Windows,Chrome,EMP-0146,True
e2213776-427a-4472-8d70-0c8bde36390a,DEV-0259,Desktop,macOS,Firefox,EMP-0147,True
caa81f13-9cdd-49a7-b01b-a134544ee743,DEV-0260,Laptop,Windows,Chrome,EMP-0148,True
1eb1dc0c-75f0-46c0-955d-307823447519,DEV-0261,Mobile,iOS,Safari,EMP-0148,True
a30c1e0e-69cd-4159-a53d-fc49f7410b94,DEV-0262,Desktop,macOS,Safari,EMP-0149,True
47d1931c-f9f2-49ab-bd77-71f8a948ec66,DEV-0263,Laptop,Windows,Chrome,EMP-0150,True
c425d020-4389-4f66-9780-29e939d00762,DEV-0264,Mobile,iOS,Safari,EMP-0150,True
db19de67-bc3a-4abb-a5aa-9765a8d3bb7d,DEV-0265,Laptop,Windows,Firefox,EMP-0151,True
77d8b428-3754-4771-aba5-d1c9035c5d03,DEV-0266,Laptop,Windows,Chrome,EMP-0152,True
8390bd94-8713-481f-82f8-6229972c8583,DEV-0267,Laptop,Linux,Chrome,EMP-0153,True
d909e0c9-276c-4935-a7c1-0adb743ac892,DEV-0268,Mobile,Android,Chrome,EMP-0153,True
9ed7a652-de2b-4e58-b3d2-939ef99dd6d5,DEV-0269,Desktop,Windows,Chrome,EMP-0154,True
6c4fe33d-4720-4b6c-9192-5880301db817,DEV-0270,Mobile,Android,Chrome,EMP-0154,True
1b6fb706-e04e-4585-b601-16cf25b4c7aa,DEV-0271,Laptop,macOS,Safari,EMP-0155,True
87e81b25-a971-4404-b9ea-e46107516daa,DEV-0272,Laptop,macOS,Chrome,EMP-0156,True
3649f585-6e75-4e7a-9abb-b78f1585665d,DEV-0273,Laptop,Windows,Firefox,EMP-0156,True
0c941263-190a-40d6-9ea9-f25945c86249,DEV-0274,Laptop,Windows,Chrome,EMP-0157,True
46a3110a-9813-4b31-ad38-9d1f6716d461,DEV-0275,Desktop,Windows,Chrome,EMP-0158,True
3fbacf5f-a576-4b48-8cc4-6000ae608948,DEV-0276,Laptop,Windows,Chrome,EMP-0158,True
8839c8e4-10db-4fdc-bd1f-d7c0442441ec,DEV-0277,Laptop,Windows,Chrome,EMP-0159,True
649423aa-6454-46be-a791-346cb7403274,DEV-0278,Laptop,Windows,Edge,EMP-0159,True
2bc8906f-34a9-4b86-bec3-91ef44ad2484,DEV-0279,Laptop,Windows,Firefox,EMP-0159,True
2f615360-1820-47f7-80cb-9caabbdfb574,DEV-0280,Laptop,Windows,Chrome,EMP-0160,True
da41a15f-4e29-49da-bd35-0d2a7a0cd56d,DEV-0281,Mobile,Android,Chrome,EMP-0160,True
74890e8c-e65d-4443-9508-21672ff5cdab,DEV-0282,Laptop,Linux,Chrome,EMP-0161,True
f9705e4b-2d71-4040-8554-e88b558492ba,DEV-0283,Laptop,Linux,Chrome,EMP-0161,True
5a2615f8-9810-48c1-827d-eb45da6415b5,DEV-0284,Laptop,Linux,Firefox,EMP-0161,True
0473b982-d1a5-49db-8b90-b03d1c00b895,DEV-0285,Laptop,Windows,Chrome,EMP-0162,True
c1472ff2-2ad4-4bba-80ce-350586780a98,DEV-0286,Laptop,macOS,Safari,EMP-0162,True
7d9c03c7-73de-4a56-95ee-f366bc76b752,DEV-0287,Laptop,Windows,Chrome,EMP-0162,True
d3e763d1-0378-4cb7-b570-b0ac5d4210d5,DEV-0288,Desktop,Windows,Chrome,EMP-0163,True
dd7902fc-db61-4a80-a9f7-c6d1c6475ae2,DEV-0289,Laptop,macOS,Safari,EMP-0163,True
25dccca2-054e-4210-a3c9-f400ba6c557c,DEV-0290,Laptop,Linux,Firefox,EMP-0164,True
07e95e6d-7f71-4ef6-9b71-17bd24421191,DEV-0291,Mobile,Android,Chrome,EMP-0164,True
16daa8f5-be8e-466f-b4d0-91d15c02f1da,DEV-0292,Laptop,Windows,Firefox,EMP-0164,True
8b7fa47e-adc5-4fc7-a07b-f99be08c82ea,DEV-0293,Desktop,Windows,Firefox,EMP-0165,True
594de8d7-add7-4b0f-a90b-365143eb4ff0,DEV-0294,Laptop,macOS,Safari,EMP-0166,True
46b821c7-fe73-4856-b1fc-fc366ad3cc40,DEV-0295,Mobile,Android,Chrome,EMP-0166,True
1f7a63af-9cc4-4ca3-958c-449e57e0d57b,DEV-0296,Laptop,Windows,Chrome,EMP-0166,True
02223c10-f82f-4dc3-9c35-730b49d52453,DEV-0297,Laptop,Windows,Edge,EMP-0167,True
8ee25180-9fb1-49a3-8a2f-2373f777c816,DEV-0298,Laptop,Linux,Chrome,EMP-0168,True
37a2a180-0a7b-46e7-b430-0ccc03fddd08,DEV-0299,Laptop,Linux,Firefox,EMP-0169,True
5a2d6aee-6e29-4319-814d-98294e4a516f,DEV-0300,Laptop,macOS,Chrome,EMP-0169,True
8082a0ee-dbe8-4d7a-8907-03e848841707,DEV-0301,Laptop,Windows,Chrome,EMP-0170,True
2484557f-454a-4e82-b694-15c7160452b7,DEV-0302,Laptop,Windows,Chrome,EMP-0170,True
eed4d005-7922-4d87-883a-1c2738071019,DEV-0303,Laptop,Windows,Chrome,EMP-0171,True
e7773701-f787-4461-a62c-4f006c2d1b96,DEV-0304,Laptop,macOS,Safari,EMP-0171,True
6f91a7be-905c-4fd9-ac5d-849c4f8c61b9,DEV-0305,Laptop,Windows,Chrome,EMP-0171,True
6a93716a-22bc-4104-8001-570a3312de73,DEV-0306,Laptop,macOS,Safari,EMP-0172,True
760e36aa-a0d9-40ba-ad57-a5c89110f698,DEV-0307,Laptop,Linux,Chrome,EMP-0172,True
b1b2b9c6-7120-421e-86cd-6214237befd1,DEV-0308,Laptop,macOS,Chrome,EMP-0173,True
776ffd03-6d7b-4a17-9aac-72b177e7ad81,DEV-0309,Laptop,macOS,Safari,EMP-0173,True
16a34833-6bc1-42ad-844b-04e8f51e2df3,DEV-0310,Laptop,Linux,Firefox,EMP-0174,True
9ef2a148-2095-45d5-9f84-3666831ffc00,DEV-0311,Laptop,Linux,Chrome,EMP-0175,True
203d54c9-6485-425e-9858-f464c15da547,DEV-0312,Laptop,macOS,Chrome,EMP-0175,True
15ac37f0-0de9-4283-96d5-aed275d106f2,DEV-0313,Laptop,macOS,Safari,EMP-0176,True
9826a55f-555f-4bf4-9b67-8ec1a65e883b,DEV-0314,Mobile,iOS,Safari,EMP-0176,True
95a97dd7-bd8f-426f-9f16-de170f94d562,DEV-0315,Laptop,Windows,Chrome,EMP-0177,True
f79f8fa9-bd8c-4f4f-8fe2-75b124e72383,DEV-0316,Laptop,Windows,Chrome,EMP-0178,True
279f5df0-da2d-4df9-a3c1-4a53acf96a12,DEV-0317,Mobile,iOS,Safari,EMP-0178,True
33611134-b012-40ab-9fa8-70407c260521,DEV-0318,Laptop,Windows,Chrome,EMP-0179,True
1a85fd69-344c-46cc-bf48-e5f018cc0e29,DEV-0319,Laptop,macOS,Chrome,EMP-0180,True
82f2a59e-2bb7-4146-bd9d-542aa84fa67f,SERVER-0001,Desktop,Linux,Chrome,SVC-0010,True
334a34a8-8bf3-49a3-b31a-dd22bdddbd36,DEV-AGENT-0001,Laptop,Linux,Chrome,DEV-AGENT-0001,True
4a1954ec-4a3f-4fda-baff-d9bd79e58450,DEV-AGENT-0002,Laptop,Linux,Chrome,DEV-AGENT-0002,True
96b93974-f587-43c5-999a-e3daaae39bc0,DEV-AGENT-0003,Laptop,Linux,Chrome,DEV-AGENT-0003,True
467248f6-aaee-4d68-9e09-f48e7e32e5d0,DEV-AGENT-0004,Laptop,Linux,Chrome,DEV-AGENT-0004,True
ccc34f70-b299-4e18-a2c5-26ab6424fa05,DEV-AGENT-0005,Laptop,Linux,Chrome,DEV-AGENT-0005,True
d0411dec-6ab9-4a0f-b6c6-533e1b7a5c94,DEV-AGENT-0006,Laptop,Linux,Chrome,DEV-AGENT-0006,True
488e5bd8-0729-45c7-a5ee-3dfd6cc1da4d,DEV-AGENT-0007,Laptop,Linux,Chrome,DEV-AGENT-0007,True
63b1a52e-9070-41b6-9ec0-9c3575035829,DEV-AGENT-0008,Laptop,Linux,Chrome,DEV-AGENT-0008,True
08b9b2e9-4d81-4859-949e-24ad02d22ee7,DEV-AGENT-0009,Laptop,Linux,Chrome,DEV-AGENT-0009,True
a83db2df-e4aa-412a-a682-13c7a525dcd0,DEV-AGENT-0010,Laptop,Linux,Chrome,DEV-AGENT-0010,True
