session_uuid,session_id,employee_uuid,employee_id,department,role,device_id,browser,operating_system,office_location,login_method,remote_session,day_of_week,start_time,end_time,duration_seconds,risk_score,is_anomalous,attack_type
4edad7f5-d4ca-4b5b-988e-71060f9abc14,SES-003833,684344a1-f3c1-414d-8e8a-10cb277b71ea,EMP-0160,Sales,Account Executive,DEV-0280,Chrome,Windows,New York,VPN,True,Tuesday,2026-06-09 13:19:53,2026-06-09 14:37:35,4662.41,0.00,False,None
a571777a-7969-4506-9781-bf1170a99613,SES-003834,5cd33369-04aa-41b7-9ca0-c428822c4d32,EMP-0027,Finance,Treasurer,DEV-0048,Chrome,Windows,San Francisco,Office,False,Tuesday,2026-06-09 13:21:44,2026-06-09 14:24:16,3752.00,60.00,True,Insider Threat
8f7690b5-9652-4336-9505-c3806296a6c8,SES-003835,ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,EMP-0032,Engineering,Engineering Manager,DEV-0056,Firefox,Windows,San Francisco,VPN,True,Tuesday,2026-06-09 13:21:47,2026-06-09 14:27:03,3916.60,0.00,False,None
af8a1e90-9bfb-4101-b8a9-004e5d11bdcb,SES-003836,9134c0b7-6f73-473b-baee-bacdc8c8ccf9,EMP-0115,Sales,Sales Manager,DEV-0201,Chrome,macOS,Munich,Office,False,Tuesday,2026-06-09 13:22:12,2026-06-09 15:06:21,6249.72,0.00,False,None
8d7ebf8e-53c3-4cba-bf78-6cb8ee3956e6,SES-003837,329fc417-1081-4d45-bf45-f8a20594b24f,EMP-0061,Engineering,Engineering Manager,DEV-0106,Chrome,Linux,San Francisco,Office,False,Tuesday,2026-06-09 13:24:37,2026-06-09 14:42:06,4649.39,0.00,False,None
67bb0f70-2013-4c40-83b4-522b8631cf9c,SES-003838,821df2cf-d9fc-43b8-a05f-9619df73321d,EMP-0168,Engineering,Architect,DEV-0298,Firefox,Linux,Tokyo,Office,False,Tuesday,2026-06-09 13:24:58,2026-06-09 13:55:00,1802.64,0.00,False,None
09b372a4-5f0d-41e9-aa5d-0546f74bb3ca,SES-003839,7807c947-02c2-4367-874d-8df088f7f097,EMP-0118,IT,Security Analyst,DEV-0205,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 13:26:31,2026-06-09 15:02:14,5743.90,0.00,False,None
bd52223a-3c9d-4e8f-bf08-6f736fee6aa6,SES-003840,94c0b9e0-5c9c-4570-bedd-62a79950f11a,EMP-0133,Sales,Sales Director,DEV-0232,Firefox,Windows,Munich,Office,False,Tuesday,2026-06-09 13:28:07,2026-06-09 14:40:32,4345.12,0.00,False,None
df141f96-8fda-4c44-a227-644311510f74,SES-003841,6cac028c-ba22-4065-9526-0718cd180a82,EMP-0031,IT,Systems Administrator,DEV-0055,Chrome,Linux,Tokyo,VPN,True,Tuesday,2026-06-09 13:28:32,2026-06-09 14:07:16,2324.48,0.00,False,None
7f167738-ce01-4a37-863c-66eb1a7b88e3,SES-003842,0463750e-4964-4b96-ba3c-1628892621df,EMP-0046,IT,IT Director,DEV-0082,Firefox,macOS,Tokyo,Office,False,Tuesday,2026-06-09 13:29:56,2026-06-09 13:57:47,1671.25,0.00,False,None
eacee3ee-8ebd-4920-a08b-8b8a9851ffec,SES-003843,014cc3a1-e5f3-4466-92de-0df8e9ebd446,EMP-0127,Finance,Finance Director,DEV-0222,Chrome,Windows,New York,Office,False,Tuesday,2026-06-09 13:30:39,2026-06-09 14:42:12,4293.20,0.00,False,None
3c08f5a0-49d1-4be2-8aa4-ff49470e64de,SES-003844,34ae4abd-36fc-40ac-b469-8db30123a348,EMP-0051,Finance,Treasurer,DEV-0093,Chrome,Windows,New York,Office,False,Tuesday,2026-06-09 13:31:19,2026-06-09 13:49:16,1077.94,0.00,False,None
5ddf4106-417f-402b-9a14-b693978d57c0,SES-003845,cbe68571-b622-418e-a83b-cc84a6091ad0,EMP-0108,Sales,Account Executive,DEV-0189,Firefox,Windows,New York,VPN,True,Tuesday,2026-06-09 13:32:14,2026-06-09 14:57:57,5143.51,0.00,False,None
8f917a5a-028a-4828-a223-078ab7ec39e4,SES-003846,4f2c386f-627b-4edd-8d7f-937140c37cbc,EMP-0143,Finance,Treasurer,DEV-0248,Chrome,Windows,New York,Office,False,Tuesday,2026-06-09 13:38:55,2026-06-09 15:04:19,5124.98,0.00,False,None
46cf7588-1b4a-448a-b33f-6c437c961293,SES-003847,06b919aa-1a71-47c7-a875-9545832f52c4,EMP-0048,IT,Systems Administrator,DEV-0085,Firefox,Linux,London,VPN,True,Tuesday,2026-06-09 13:40:19,2026-06-09 15:22:45,6146.08,0.00,False,None
360d38a3-0042-4650-a20c-4ee59e5553c9,SES-003848,7fe4a42e-3db7-48a6-9cdc-c4c262c965b2,EMP-0056,Finance,Accountant,DEV-0100,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 13:40:48,2026-06-09 14:00:41,1193.71,0.00,False,None
f737faeb-9e4a-4233-9c3a-b5c3241060da,SES-003849,2697384d-801e-4690-b0c0-7fcc96add4df,EMP-0050,Engineering,DevOps Engineer,DEV-0091,Chrome,Android,New York,Office,False,Tuesday,2026-06-09 13:41:35,2026-06-09 15:04:10,4955.74,0.00,False,None
ab71b63e-8cc0-4fdf-a7c2-d6d677151cb5,SES-003850,5b0334d8-0f4d-4c40-8f5f-9707a008ac20,EMP-0098,Finance,Finance Analyst,DEV-0171,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 13:43:43,2026-06-09 14:48:05,3862.47,0.00,False,None
f75ae12a-9ae5-4c33-b141-bcd67f770591,SES-003851,6906d118-6f75-43b2-9818-61124cdedddb,EMP-0141,Finance,Treasurer,DEV-0246,Chrome,Windows,New York,VPN,True,Tuesday,2026-06-09 13:43:45,2026-06-09 15:20:57,5832.23,0.00,False,None
bfe4a466-0d5b-4fd4-a344-a0b24045311d,SES-003852,7f5f61aa-aee7-47a5-8629-6fbe309b48dd,EMP-0099,IT,IT Director,DEV-0173,Chrome,macOS,San Francisco,Office,False,Tuesday,2026-06-09 13:46:45,2026-06-09 15:40:32,6827.99,0.00,False,None
a0913989-56d0-4cbc-af19-c8d387ef0662,SES-003853,14c62aba-89c2-4ba5-a48d-f4c0c330ec14,EMP-0162,HR,HR Coordinator,DEV-0287,Firefox,Windows,Munich,Office,False,Tuesday,2026-06-09 13:47:11,2026-06-09 14:18:17,1866.28,0.00,False,None
2e9f1d7c-a336-4ca8-8a3e-3ffeb67e9933,SES-003854,9a5c68ad-aeb0-4110-ac13-b24990d22d54,EMP-0163,Marketing,Marketing Specialist,DEV-0288,Firefox,Windows,New York,Office,False,Tuesday,2026-06-09 13:47:33,2026-06-09 13:57:33,600.00,0.00,False,None
a7dc0704-7442-4146-a72e-54198e5cff3c,SES-003855,d60bf603-a750-450e-9bad-52a8a976dc4d,EMP-0073,Engineering,Software Engineer,DEV-0129,Chrome,macOS,New York,VPN,True,Tuesday,2026-06-09 13:48:58,2026-06-09 15:21:58,5580.13,0.00,False,None
24d37a9b-4250-4468-b9ff-f268d4bc5df1,SES-003856,6f4a454f-efca-47ae-b17e-4a71eb22ec1d,EMP-0116,Finance,Treasurer,DEV-0202,Chrome,macOS,New York,Office,False,Tuesday,2026-06-09 13:49:59,2026-06-09 14:49:31,3572.78,0.00,False,None
4a78e1ce-648c-4241-88ac-433574570b5a,SES-003857,331f63fb-d11f-48c0-a97c-a4fff75d599f,EMP-0028,Sales,Account Executive,DEV-0050,Chrome,Android,London,Office,False,Tuesday,2026-06-09 13:50:38,2026-06-09 14:10:21,1183.64,0.00,False,None
176d57fa-7b00-4bad-9293-109e11d7b970,SES-003858,b5a61d61-9925-4c9b-8d60-2879f79b1079,EMP-0146,Sales,Sales Representative,DEV-0258,Chrome,Windows,New York,VPN,True,Tuesday,2026-06-09 13:51:33,2026-06-09 15:38:50,6437.01,0.00,False,None
723340fb-23d0-48e1-9b46-add53d83d513,SES-003859,e5f22dfb-a741-404b-9672-1e985d8416e0,EMP-0086,Engineering,Software Engineer,DEV-0152,Chrome,Linux,Munich,Office,False,Tuesday,2026-06-09 13:53:20,2026-06-09 14:43:51,3031.15,0.00,False,None
c0bda78e-c1c6-4e67-b5b4-6e27e86fd263,SES-003860,f512c4c3-b253-4218-ac4a-37ea490617f2,EMP-0003,Engineering,Architect,DEV-0006,Chrome,Windows,Tokyo,Office,False,Tuesday,2026-06-09 13:55:46,2026-06-09 15:26:29,5443.12,0.00,False,None
bfc26de5-4233-4026-aa57-c8e08d4930e3,SES-003861,c0ae0b1a-f347-4736-b7ec-07a64b27b079,EMP-0081,Engineering,Architect,DEV-0142,Chrome,macOS,Munich,VPN,True,Tuesday,2026-06-09 13:56:04,2026-06-09 14:52:03,3359.79,0.00,False,None
63c7d957-dbe0-444c-8905-5fe1a5dd4baf,SES-003862,864f36dd-69ec-49d5-86ec-ed9954470290,EMP-0110,Sales,Account Executive,DEV-0193,Chrome,iOS,San Francisco,Office,False,Tuesday,2026-06-09 13:57:18,2026-06-09 14:31:08,2030.32,0.00,False,None
321ef752-68b0-4f06-9f8d-d32fec99b224,SES-003863,f0b6f83f-a377-46f1-9289-f0ab618ae305,EMP-0019,HR,HR Specialist,DEV-0035,Chrome,Windows,New York,VPN,True,Tuesday,2026-06-09 13:57:22,2026-06-09 15:11:25,4443.95,0.00,False,None
62277e89-7f70-485b-850d-bdae681d6535,SES-003864,0075d3d5-ba94-4a66-ad7e-4a452099e71f,EMP-0064,IT,IT Director,DEV-0113,Chrome,Android,Tokyo,Office,False,Tuesday,2026-06-09 13:59:08,2026-06-09 15:14:46,4538.63,0.00,False,None
82d57fb8-9850-4377-af65-e3802f1a7559,SES-003865,314674a6-967a-4fbb-9404-801d84681060,EMP-0165,Sales,Sales Representative,DEV-0293,Firefox,Windows,New York,VPN,True,Tuesday,2026-06-09 14:02:23,2026-06-09 15:36:50,5667.27,0.00,False,None
4b8a2abd-85fb-484d-9891-562f578338fa,SES-003866,093923de-8bab-4e3b-a628-6bfbe767dcea,EMP-0005,Engineering,DevOps Engineer,DEV-0009,Firefox,macOS,Munich,Office,False,Tuesday,2026-06-09 14:02:59,2026-06-09 14:35:22,1943.63,0.00,False,None
603409f6-7f77-40e0-a8e8-e1e71d42b146,SES-003867,8d85ddf1-c309-4f28-be0d-40b469498671,EMP-0173,IT,Systems Administrator,DEV-0309,Chrome,macOS,London,VPN,True,Tuesday,2026-06-09 14:03:10,2026-06-09 14:55:16,3126.65,0.00,False,None
e57e557c-af49-4ee7-bf33-924e232228b1,SES-003868,69479974-030f-473e-9165-4cb3d4e99a65,EMP-0120,Sales,Sales Representative,DEV-0210,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 14:06:01,2026-06-09 14:20:16,855.33,0.00,False,None
0dc91f71-1f6f-4573-9bd8-30c1a2160780,SES-003869,af4637b3-c9a6-4c37-b507-8c5dcb62f5b6,EMP-0128,Sales,Sales Representative,DEV-0224,Chrome,Android,Munich,VPN,True,Tuesday,2026-06-09 14:06:25,2026-06-09 15:38:09,5504.24,0.00,False,None
e312ea70-ea2f-40be-8106-f799fa486f7e,SES-003870,e4354021-392a-4fc4-a47a-c5915da64a3a,EMP-0085,HR,HR Specialist,DEV-0151,Chrome,iOS,San Francisco,Office,False,Tuesday,2026-06-09 14:07:11,2026-06-09 14:48:50,2499.32,0.00,False,None
51ed3d72-0d64-43d4-9ba9-5387e37f8f40,SES-003871,06b4ed27-2f4b-4be8-a1ac-fdb51b555f6d,EMP-0106,Sales,Sales Manager,DEV-0186,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 14:09:09,2026-06-09 15:30:39,4890.91,0.00,False,None
b1a8ee01-6d03-4e99-9881-ec45b747b338,SES-003872,609cfe40-c5bc-4449-8c75-4a170131c601,EMP-0174,Engineering,QA Engineer,DEV-0310,Chrome,Linux,San Francisco,Office,False,Tuesday,2026-06-09 14:10:53,2026-06-09 14:55:32,2679.01,0.00,False,None
fac264d2-6704-4036-a4a7-0e2115bf2075,SES-003873,c78f07cf-170f-487b-b30e-e4fe262e5559,EMP-0074,Engineering,Architect,DEV-0130,Chrome,Linux,New York,Office,False,Tuesday,2026-06-09 14:11:30,2026-06-09 14:25:45,855.25,0.00,False,None
18a7bc88-7e26-40bf-b8f5-c4f92f0cd22e,SES-003874,ba2c98ce-0b19-488e-9d77-a45ef206c269,EMP-0021,IT,IT Director,DEV-0037,Chrome,Windows,London,Office,False,Tuesday,2026-06-09 14:13:45,2026-06-09 15:59:01,6316.74,0.00,False,None
1d5558c0-8518-4c1c-9628-04f923714314,SES-003875,7fe4a42e-3db7-48a6-9cdc-c4c262c965b2,EMP-0056,Finance,Accountant,DEV-0100,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 14:15:34,2026-06-09 14:28:24,770.81,0.00,False,None
b7d91e8e-aaaa-4dbb-b526-b9c3e3872fac,SES-003876,2005dd7e-166f-419a-8d7a-e829cdfcef75,EMP-0151,HR,Recruiter,DEV-0265,Chrome,Windows,New York,Office,False,Tuesday,2026-06-09 14:19:42,2026-06-09 15:33:02,4400.05,0.00,False,None
83ddd07e-9ed4-488d-97a4-6d911a1e152c,SES-003877,82f29004-01e1-47d8-9a31-204495a0f356,EMP-0070,Finance,Treasurer,DEV-0126,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 14:21:02,2026-06-09 15:34:46,4424.49,0.00,False,None
76699e2a-c02b-4037-a929-f49686704c8c,SES-003878,e310ff72-ad62-4094-8c4d-6e4024e2226c,EMP-0083,Finance,Treasurer,DEV-0146,Chrome,Windows,New York,Office,False,Tuesday,2026-06-09 14:23:26,2026-06-09 15:50:45,5239.88,0.00,False,None
f6c40bcd-d3b4-4b70-bbab-6bd404a2899a,SES-003879,f26b4776-913e-4de2-a0c5-3cb83da9c2a9,EMP-0001,Marketing,Marketing Coordinator,DEV-0001,Chrome,macOS,New York,Office,False,Tuesday,2026-06-09 14:24:42,2026-06-09 15:33:57,4155.46,0.00,False,None
2635b67c-7fa3-4d8a-a128-3fc8b5193bea,SES-003880,14c62aba-89c2-4ba5-a48d-f4c0c330ec14,EMP-0162,HR,HR Coordinator,DEV-0286,Chrome,macOS,Munich,Office,False,Tuesday,2026-06-09 14:24:43,2026-06-09 14:55:01,1818.19,0.00,False,None
993be7cb-c887-49b9-a410-260cf21dd4ff,SES-003881,bef59fe6-ff23-4d5f-aced-d15d58007c02,EMP-0012,Engineering,Architect,DEV-0021,Chrome,Linux,London,Office,False,Tuesday,2026-06-09 14:25:12,2026-06-09 15:19:20,3248.90,0.00,False,None
6b95d3bd-410e-4f9c-ac7e-6585fd220f6b,SES-003882,e8fb5a96-3b85-46e1-840f-54057a25ed81,EMP-0088,HR,HR Coordinator,DEV-0158,Chrome,Windows,London,Office,False,Tuesday,2026-06-09 14:25:24,2026-06-09 15:01:42,2178.00,100.00,True,USB Data Theft
693eee71-89ce-4c79-a3c1-aca035913c79,SES-003883,060edf5b-3911-4497-ba43-b2badf0f06cb,EMP-0006,IT,Helpdesk Support,DEV-0011,Firefox,Linux,Tokyo,Office,False,Tuesday,2026-06-09 14:28:42,2026-06-09 15:23:07,3266.00,0.00,False,None
c05c1a02-2c66-41e2-9346-ccee74b906c9,SES-003884,bdce7f65-1a0a-4680-ba42-156e972ec23e,EMP-0137,IT,Helpdesk Support,DEV-0239,Chrome,Windows,New York,VPN,True,Tuesday,2026-06-09 14:28:42,2026-06-09 15:17:38,2936.50,0.00,False,None
316ab626-205d-467b-a1a3-2f3abc435511,SES-003885,16e6e5c0-c4cb-494f-a86e-8e630f25477d,EMP-0039,Finance,Finance Analyst,DEV-0070,Chrome,Android,Munich,Office,False,Tuesday,2026-06-09 14:30:00,2026-06-09 15:38:38,4118.86,0.00,False,None
2e4fa67f-160e-4437-a607-433f4b9339ea,SES-003886,613d2de9-3ae2-4023-9472-0d2d32399ffb,EMP-0045,Marketing,Marketing Specialist,DEV-0080,Chrome,Windows,Tokyo,Office,False,Tuesday,2026-06-09 14:30:56,2026-06-09 15:51:46,4850.15,0.00,False,None
9e670cd8-e539-40e6-b3d7-bb9da1dcbfe4,SES-003887,75d1d776-14c0-4f6d-8764-51d3275dd459,EMP-0148,Engineering,Engineering Manager,DEV-0261,Chrome,iOS,Tokyo,VPN,True,Tuesday,2026-06-09 14:32:09,2026-06-09 16:03:35,5486.15,0.00,False,None
6e01b424-b74d-4872-ba97-21572cdbdd23,SES-003888,12fc7a87-a470-4d48-9128-b9b1f8ede0ca,EMP-0033,Sales,Sales Director,DEV-0059,Edge,Windows,Tokyo,Office,False,Tuesday,2026-06-09 14:32:45,2026-06-09 16:18:00,6315.85,0.00,False,None
6a4cb9a4-5fab-4372-8f56-1ca0b4a764fa,SES-003889,22f3f068-7c0f-449d-8274-0f73f3abea0d,EMP-0052,Engineering,QA Engineer,DEV-0095,Chrome,Linux,Tokyo,Office,False,Tuesday,2026-06-09 14:33:39,2026-06-09 15:40:10,3991.79,0.00,False,None
fa21214b-122a-4ec4-ae39-d75694192b17,SES-003890,0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,EMP-0017,IT,Systems Administrator,DEV-0031,Chrome,Linux,London,VPN,True,Tuesday,2026-06-09 14:35:06,2026-06-09 15:56:20,4874.21,0.00,False,None
c1a119b6-b6ae-4eb5-8f52-715b95cc36dc,SES-003891,926a4bd0-be12-4f8f-b06b-6c129c8b9550,EMP-0107,Marketing,Marketing Coordinator,DEV-0188,Chrome,macOS,Munich,Office,False,Tuesday,2026-06-09 14:35:29,2026-06-09 15:18:45,2596.48,0.00,False,None
13ced6fb-05be-45d1-99a7-04fdd973165e,SES-003892,c1235c91-76c5-40dc-be7e-7419a0c14035,EMP-0025,Sales,Sales Director,DEV-0046,Chrome,Android,Munich,VPN,True,Tuesday,2026-06-09 14:36:28,2026-06-09 15:53:22,4614.41,0.00,False,None
dde1aac0-1829-4630-8ba0-c6ce43c1293a,SES-003893,027e789c-ce40-483b-b915-ad7e2648c819,EMP-0093,Marketing,Marketing Specialist,DEV-0166,Chrome,macOS,Tokyo,Office,False,Tuesday,2026-06-09 14:37:52,2026-06-09 15:50:32,4360.57,0.00,False,None
ff4f90ec-0cc0-45f5-9ab0-d77175fa9e1b,SES-003894,46b518de-db4b-48eb-937d-0bd18d536c75,EMP-0067,Sales,Sales Director,DEV-0120,Chrome,Windows,New York,Office,False,Tuesday,2026-06-09 14:38:17,2026-06-09 15:51:27,4390.88,0.00,False,None
41ecd5e5-2660-4709-bb2a-92c1496d7031,SES-003895,b88ec318-c16d-43ed-ad81-f8bd402913ec,EMP-0018,Marketing,Marketing Specialist,DEV-0033,Safari,macOS,New York,Office,False,Tuesday,2026-06-09 14:39:00,2026-06-09 15:57:17,4697.19,0.00,False,None
6115cc1b-181f-41e5-a9f0-6a42e8911db3,SES-003896,aaf8e1d5-3079-4b56-976f-f2641182e8e7,EMP-0166,Sales,Sales Director,DEV-0294,Chrome,macOS,Tokyo,VPN,True,Tuesday,2026-06-09 14:40:43,2026-06-09 15:11:48,1865.32,0.00,False,None
feae8e2d-6d1a-48fc-b45a-12e8c4c171c2,SES-003897,6c7f7bef-b086-47e1-ba64-795839c2c1a2,EMP-0164,IT,Systems Administrator,DEV-0290,Firefox,Linux,San Francisco,Office,False,Tuesday,2026-06-09 14:42:32,2026-06-09 16:29:05,6393.21,0.00,False,None
8a90a1a6-450f-4349-b6d9-018c0fcc6330,SES-003898,18407642-9404-4909-981c-a1a0b7bba2aa,EMP-0140,Sales,Sales Manager,DEV-0245,Chrome,Windows,London,VPN,True,Tuesday,2026-06-09 14:42:53,2026-06-09 16:12:29,5376.17,0.00,False,None
5408b360-1125-4bf5-8cdf-d550fce6bc86,SES-003899,104f3fc5-6400-4b0e-b2dd-85f63446c0f0,EMP-0171,Marketing,Marketing Director,DEV-0305,Edge,Windows,San Francisco,Office,False,Tuesday,2026-06-09 14:43:06,2026-06-09 15:51:58,4132.04,0.00,False,None
358e2247-c391-4316-a5bf-7cda15ac0862,SES-003900,69479974-030f-473e-9165-4cb3d4e99a65,EMP-0120,Sales,Sales Representative,DEV-0210,Firefox,Windows,Munich,Office,False,Tuesday,2026-06-09 14:43:11,2026-06-09 14:53:11,600.00,0.00,False,None
81e5b3a6-0c52-4cee-b8bd-ce1e27dd2405,SES-003901,6cfaf2dd-ee28-4ccd-9abb-e46bb2051cec,EMP-0117,Sales,Account Executive,DEV-0204,Chrome,Android,Tokyo,Office,False,Tuesday,2026-06-09 14:44:05,2026-06-09 15:50:06,3961.80,0.00,False,None
c305b1e6-4bb4-42ef-8aec-bcd9cb49077d,SES-003902,92b26acd-cd1f-45a3-b1b6-5ca175873920,EMP-0076,Marketing,Marketing Director,DEV-0133,Chrome,macOS,New York,Office,False,Tuesday,2026-06-09 14:44:06,2026-06-09 15:11:37,1651.94,0.00,False,None
cf2c67c5-ad98-4615-8eef-54253834e3aa,SES-003903,8909b003-9136-4530-9f07-33df7b68b323,EMP-0122,Finance,Treasurer,DEV-0213,Firefox,macOS,London,Office,False,Tuesday,2026-06-09 14:44:50,2026-06-09 15:58:43,4433.25,0.00,False,None
7f5ae147-5c73-413b-83aa-7d4e575d6a4a,SES-003904,2a65bae3-ddaf-4233-96a9-e518a55ac92f,EMP-0159,HR,HR Coordinator,DEV-0278,Chrome,Windows,Munich,VPN,True,Tuesday,2026-06-09 14:44:51,2026-06-09 15:24:02,2351.01,0.00,False,None
c4b35f5d-bf8d-452b-bd8e-cd14d33e8440,SES-003905,1a89b71e-a0d5-42c8-a837-fe68bba205ca,EMP-0030,Marketing,Marketing Manager,DEV-0054,Firefox,Windows,San Francisco,Office,False,Tuesday,2026-06-09 14:46:00,2026-06-09 16:18:04,5524.76,0.00,False,None
e2e1ce53-b018-4950-aaf2-013fe4cb67a1,SES-003906,f143e545-6e6b-44b9-87ef-2ba8b45a6ab3,EMP-0065,Finance,Finance Analyst,DEV-0115,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 14:46:14,2026-06-09 14:57:36,682.50,0.00,False,None
a6e34f4f-107e-4cf8-9db4-69b08746921e,SES-003907,14eed987-95e7-46e4-813e-84bd5aff4594,EMP-0150,Sales,Sales Representative,DEV-0263,Chrome,Windows,New York,Office,False,Tuesday,2026-06-09 14:47:59,2026-06-09 16:01:51,4432.81,0.00,False,None
0e4dcdd6-c785-4957-bdf3-557c303966d1,SES-003908,f52ef4a6-ac6c-4e1b-b08d-f0942f64672f,EMP-0136,Engineering,Software Engineer,DEV-0238,Firefox,Linux,San Francisco,Office,False,Tuesday,2026-06-09 14:48:56,2026-06-09 15:36:18,2842.62,0.00,False,None
968ef08e-b06f-40c8-be63-886bd3a1a476,SES-003909,6cac028c-ba22-4065-9526-0718cd180a82,EMP-0031,IT,Systems Administrator,DEV-0055,Chrome,Linux,Tokyo,Office,False,Tuesday,2026-06-09 14:48:57,2026-06-09 15:22:43,2026.95,0.00,False,None
25d769b5-cfca-4176-9eeb-d926a7d36e40,SES-003910,966be275-c2fe-4954-8dfd-9531302b7831,EMP-0044,Sales,Account Executive,DEV-0079,Chrome,Windows,Tokyo,Office,False,Tuesday,2026-06-09 14:49:48,2026-06-09 15:49:59,3611.61,0.00,False,None
96874706-2e78-450b-9f09-bf41ab978acc,SES-003911,c561b8dc-a436-4fcd-b2d3-f7610ba36279,EMP-0034,Sales,Sales Manager,DEV-0061,Chrome,iOS,San Francisco,Office,False,Tuesday,2026-06-09 14:50:12,2026-06-09 15:06:39,987.87,0.00,False,None
5c90d987-71ba-4280-be9b-e4e78e8bf905,SES-003912,81dec9db-0abe-4257-8ffe-38c9d2d81eb3,EMP-0154,Sales,Sales Representative,DEV-0270,Chrome,Android,San Francisco,Office,False,Tuesday,2026-06-09 14:50:27,2026-06-09 16:19:39,5352.64,0.00,False,None
4cc65432-2ddd-4dcc-862d-0001abead4f5,SES-003913,9b4e2c24-9479-41e6-8927-7d9b6e0d2648,EMP-0007,HR,HR Specialist,DEV-0013,Chrome,Windows,Tokyo,Office,False,Tuesday,2026-06-09 14:51:40,2026-06-09 16:35:55,6255.00,100.00,True,Malware Execution
67d4b661-c89c-4148-8b77-83feddfbe231,SES-003914,b186a5a8-d6ee-426b-a2cd-159058af393c,EMP-0059,Engineering,Software Engineer,DEV-0103,Chrome,Windows,London,Office,False,Tuesday,2026-06-09 14:51:41,2026-06-09 15:26:35,2094.45,0.00,False,None
4377b01c-5ac0-46b4-b8bf-0f1deb32ff9e,SES-003915,13e675fd-1c99-4366-88b6-2c18c355853e,EMP-0135,Finance,Accountant,DEV-0237,Chrome,Windows,Tokyo,Office,False,Tuesday,2026-06-09 14:52:04,2026-06-09 15:45:33,3209.94,0.00,False,None
bfa1638d-ec12-4aab-8502-00912b701b66,SES-003916,905881df-ee9b-43e1-9d27-c09a5d71a898,EMP-0049,IT,Helpdesk Support,DEV-0088,Chrome,Windows,Munich,VPN,True,Tuesday,2026-06-09 14:52:40,2026-06-09 15:43:22,3042.20,0.00,False,None
221b3884-3079-495e-b7cb-2bb77d0359d3,SES-003917,04e25132-1b9e-45f9-9d41-9a675c375254,EMP-0104,Sales,Sales Manager,DEV-0183,Chrome,Android,Tokyo,VPN,True,Tuesday,2026-06-09 14:53:14,2026-06-09 16:20:25,5231.34,0.00,False,None
49d39647-249f-4d31-9aed-b021dbdeb370,SES-003918,9a5c68ad-aeb0-4110-ac13-b24990d22d54,EMP-0163,Marketing,Marketing Specialist,DEV-0289,Chrome,macOS,New York,Office,False,Tuesday,2026-06-09 14:55:16,2026-06-09 15:17:59,1364.00,0.00,False,None
88568f50-6083-423d-ba3b-362bf4336d89,SES-003919,bd3fdb62-7198-4a55-b224-f64cfd11b3ff,EMP-0176,Sales,Sales Manager,DEV-0313,Chrome,macOS,San Francisco,Office,False,Tuesday,2026-06-09 14:57:03,2026-06-09 16:04:27,4044.11,0.00,False,None
cb93f506-e2f1-40d1-90d6-d4aa0b0ea4f3,SES-003920,7fe4a42e-3db7-48a6-9cdc-c4c262c965b2,EMP-0056,Finance,Accountant,DEV-0100,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 14:57:19,2026-06-09 15:12:41,922.00,0.00,False,None
07ef4b44-a20d-475b-8caf-3b0865dbd5ec,SES-003921,093923de-8bab-4e3b-a628-6bfbe767dcea,EMP-0005,Engineering,DevOps Engineer,DEV-0009,Chrome,macOS,Munich,VPN,True,Tuesday,2026-06-09 15:00:55,2026-06-09 15:44:42,2627.57,0.00,False,None
9b69d3eb-c25f-45d7-a60d-1605e69f9d80,SES-003922,4a229ba5-925f-4cc6-9e9d-2f8a1ef11a27,EMP-0158,Finance,Accountant,DEV-0276,Chrome,Windows,Munich,Office,False,Tuesday,2026-06-09 15:02:05,2026-06-09 16:09:15,4030.39,0.00,False,None
ca22991d-e1f0-4c6a-8a31-ee3be4fdaef8,SES-003923,d756ba9c-c64c-4647-9ea7-017cb89f7039,EMP-0037,Finance,Finance Director,DEV-0066,Chrome,Android,San Francisco,Office,False,Tuesday,2026-06-09 15:05:16,2026-06-09 16:31:14,5158.75,0.00,False,None
f97ace76-b33b-4ab0-92f6-aff895ba6356,SES-003924,5987038a-fcd6-418e-ab54-500d4e089bb4,EMP-0103,Finance,Finance Director,DEV-0181,Chrome,macOS,Munich,Office,False,Tuesday,2026-06-09 15:05:47,2026-06-09 16:21:50,4563.14,0.00,False,None
6662c0b9-2d25-4148-91d1-a34bb7deddc8,SES-003925,e42aa836-989b-48c0-b465-c0272dd1d45b,EMP-0114,IT,IT Director,DEV-0200,Chrome,Linux,Tokyo,Office,False,Tuesday,2026-06-09 15:08:03,2026-06-09 16:44:28,5785.43,0.00,False,None
